Query	templateId	templateText	etalon_text	algorithm	score	timeout
срок удержания ндфл с материальной выгоды 2024	711124	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/711124/actual/	срок удержания ндфл с материальной выгоды 2024	Jaccard	1.0	0.6022303104400635
служебная записка о выдаче денег под отчет	555463	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/296446/actual/	служебная записка о выдаче денег под отчет	Jaccard	1.0	0.7560892105102539
6-ндфл за 1 квартал 2024 образец заполнения	595051	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	6-ндфл образец заполнения за 1 квартал 2024	Jaccard	1.0	0.6102337837219238
нужно ли подавать персонифицированные сведения за март	712378	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/712378/actual/	нужно ли подавать персонифицированные сведения за март	Jaccard	1.0	0.5149590969085693
отчеты в сфр о приеме на работу	139052	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/139052/actual/	отчет при приеме на работу в сфр	Jaccard	1.0	0.6155481338500977
как зачесть страховые взносы при усн доходы	736871	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/736871/actual/	усн доходы как зачитывать страховые взносы	Jaccard	1.0	0.5050876140594482
доверенность на право подписи гл.бухгалтера первичных документов	465567	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/465567/actual/	доверенность на право подписи гл.бухгалтера первичных документов	Jaccard	1.0	1.7540621757507324
ответ на требование что зарплата ниже отраслевой	693322	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/693322/actual/	ответ на требование что зарплата ниже отраслевой	Jaccard	1.0	0.39482760429382324
расчет больничного листа в 2024 году стаж	137339	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/137339/actual/	расчет больничного листа в 2024 году стаж	Jaccard	1.0	0.28561949729919434
нужно ли ставить на воинский учет совместителей	522140	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/522140/actual/	надо ли совместителей ставить на воинский учет	Jaccard	1.0	0.40284180641174316
услуги третьих лиц для ип на псн	141853	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/141853/actual/	услуги третьих лиц для ип на псн	Jaccard	1.0	5.7413623332977295
приказ о назначении ответственного по антитеррористической безопасности	555999	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/486955/actual/	приказ о назначении ответственного по антитеррористической безопасности	Jaccard	1.0	0.25898003578186035
счет учета ндс при реализации основного средства	597452	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/715589/actual/	ндс по услугам для основного средства	SbertT5	0.9606318473815918	0.4739036560058594
как заполнить 6-ндфл за 1 квартал 2024	595051	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146330/actual/	6-ндфл за 1 квартал 2024 как заполнить	Jaccard	1.0	0.23876667022705078
лимит для предоставления стандартного вычета на детей	139605	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/139605/actual/	лимит для предоставления стандартных вычетов на детей	Jaccard	1.0	0.25312137603759766
оплату дополнительных дней по уходу за ребенком-инвалидом	137305	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/137305/actual/	оплата дополнительных дней по уходу за детьми-инвалидами	Jaccard	1.0	0.4543571472167969
бухгалтерские проводки по учету лизинга по ФСБУ	615139	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/615139/actual/	бухгалтерские проводки по учету лизинга по ФСБУ	Jaccard	1.0	0.497631311416626
корректировочная счет фактура на реализацию как оформить	701007	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/701007/actual/	корректировочная счет фактура на реализацию как оформить	Jaccard	1.0	0.22443437576293945
лимит доходов по усн в 2024 году	589006	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143138/actual/	лимиты доходов на усн в 2024 году	Jaccard	1.0	0.2714996337890625
письмо о расторжении договора аренды нежилого помещения	10025	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/13008/actual/	письмо о расторжении договора аренды нежилого помещения	Jaccard	1.0	0.41558051109313965
как учесть неисключительное право использования товарного знака	590900	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/145639/actual/	неисключительное право пользования товарным знаком	SbertT5	0.6068970561027527	0.49179911613464355
начисление процентов по займу полученному от директора	438215	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/438215/actual/	начисление процентов по займу полученному от директора	Jaccard	1.0	0.26151585578918457
как займы учредителя перевести в уставный капитал	0				0.0	1.038623571395874
какие документы выдать при увольнении 2024 год	485410	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/485410/actual/	при увольнении какие документы нужно выдать в 2024 году	Jaccard	1.0	0.8792657852172852
срок уплаты налог на усн за год	603448	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/727684/actual/	налог по усн срок уплаты за год	Jaccard	1.0	1.2311089038848877
предельная база страховых взносов в 2024 году	571924	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143062/actual/	предельные базы на страховые взносы на 2024 год	Jaccard	1.0	0.8757400512695312
суточные сверх норм при разъездном характере работы	567230	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/658461/actual/	разъездной характер работы суточные сверх нормы	Jaccard	1.0	5.903676986694336
как налоговой ответить на требование об убытке	693323	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/693323/actual/	как налоговой ответить на требование об убытке	Jaccard	1.0	0.3781580924987793
6-ндфл 1 квартал 2024 как отразить дивиденды	146237	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/146237/actual/	6-ндфл за 1 квартал 2024 как отразить дивиденды	Jaccard	1.0	0.26132988929748535
приобретение доли в уставном капитале в валюте	142810	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142810/actual/	приобретение доли в уставном капитале в валюте	Jaccard	1.0	0.38500046730041504
ип доход свыше 300 000 взносы 2024	651596	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/651596/actual/	ип доход свыше 300 000 взносы 2024	Jaccard	1.0	0.578305721282959
уведомление по енп за март 2024 года	601973	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147383/actual/	уведомления по енп за март 2024 года	Jaccard	1.0	1.6170368194580078
усн доходы минус расходы по повышенной ставке	629065	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/629065/actual/	повышенная ставка при усн доходы минус расходы	Jaccard	1.0	0.21736717224121094
уведомление по енп если усн равен нулю	725228	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725228/actual/	уведомление по енп если усн равен нулю	Jaccard	1.0	0.20037388801574707
форма договора оказания бухгалтерских услуг с самозанятым	17116	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/17116/actual/	форма договора оказания бухгалтерских услуг с самозанятым	Jaccard	1.0	0.4394679069519043
6-ндфл за 1 кв 2024 образец заполнения	591040	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704101/actual/	6-ндфл раздел 1 за 1 кв 2024	SbertT5	0.9745067358016968	0.6448502540588379
взносы в пфр свыше 300 при патенте	651593	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/651593/actual/	взносы в пфр свыше 300 при патенте	Jaccard	1.0	0.234480619430542
кнд 1110018 сведения о среднесписочной численности работников	591821	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/705935/actual/	кнд 1110018 сведения о среднесписочной численности работников кто и когда сдает	SbertT5	0.9955845475196838	0.44086408615112305
чем подтвердить расходы на проезд в метро	411494	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/328584/actual/	чем подтвердить расходы на проезд в автобусе	SbertT5	0.9959747195243835	0.4836995601654053
ставка налога по усн доходы челябинская область	141907	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/141907/actual/	усн ставка налога челябинская область	SbertT5	0.9304547309875488	1.1667652130126953
у ип уволился последний работник отчет рсв	594157	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/594157/actual/	у ип уволился последний работник отчет рсв	Jaccard	1.0	0.2978034019470215
нужно ли подавать нулевое уведомление по усн	725232	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725232/actual/	нужно ли подавать уведомление по усн нулевое	Jaccard	1.0	0.38405776023864746
ставка фсс нс и пз по ОКВЭД	144524	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/144524/actual/	ставка фсс нс и пз по ОКВЭД	Jaccard	1.0	0.3629639148712158
как составить декларацию ндс по прослеживаемым товарам	738321	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/738321/actual/	как составить декларацию ндс по прослеживаемым товарам	Jaccard	1.0	0.23778080940246582
надо ли подавать уведомление по земельному налогу?	602009	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725237/actual/	нужно ли подавать уведомление по земельному налогу	Jaccard	1.0	0.3405637741088867
срок уплаты усн за 1 квартал 2024	603448	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/727684/actual/	срок уплаты усн за 1 квартал 2024	Jaccard	1.0	0.5043249130249023
акт невыполненных работ по договору строительного подрядчика	11247	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/11247/actual/	акт невыполненных работ по договору строительного подрядчика	Jaccard	1.0	0.24314403533935547
инвестиционные налоговые вычеты по налогу на прибыль	144636	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/144636/actual/	что такое инвестиционный налоговый вычет по налогу на прибыль	Jaccard	1.0	0.2701740264892578
как заполнить 3-ндфл ип на общей системе	569585	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/663248/actual/	как заполнить 3 ндфл ип на осно	SbertT5	0.5726930499076843	0.6938116550445557
выплатить зарплату на карту другого физического лица	458543	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/458543/actual/	выплатить зарплату на карту другого физического лица	Jaccard	1.0	0.22499465942382812
когда направляется уведомление от отказе от усн	601986	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725183/actual/	когда нужно подать уведомление от отказе от усн	SbertT5	0.989861011505127	0.535952091217041
что нового по работе с персональными данными	582882	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/582882/actual/	что нового по работе с персональными данными	Jaccard	1.0	0.393402099609375
прожиточный минимум для трудоспособного населения в спб	143201	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143201/actual/	прожиточный минимум для трудоспособного населения в спб	Jaccard	1.0	0.30926084518432617
может ли организация выдать доверенность не сотруднику	318947	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/318947/actual/	может ли организация выдать доверенность не сотруднику	Jaccard	1.0	0.47484421730041504
6-ндфл за 1 квартал образец для организаций	118320	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/118320/actual/	как отчитаться по 6-ндфл за 1 квартал образец	SbertT5	0.9694770574569702	1.1538770198822021
заключительная отчетность при реорганизации в форме присоединения	524750	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/587204/actual/	заключительная отчетность при реорганизации в форме присоединения	Jaccard	1.0	0.36263370513916016
обязаны ли мы отчитываться перед фгис цс	499133	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/499133/actual/	обязаны ли мы отчитываться перед фгис цс	Jaccard	1.0	0.26651906967163086
резерв на оплату отпусков в 2024 году	24630	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/24630/actual/	резерв на оплату отпусков в 2024 году	Jaccard	1.0	0.268662691116333
когда заплатить ндфл с дивидендов в 2024	138679	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/138679/actual/	когда заплатить ндфл с дивидендов в 2024	Jaccard	1.0	0.2701272964477539
отпуск сотрудника который не отработал пол года	517039	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/465136/actual/	может ли сотрудник взять весь отпуск не отработав пол года	SbertT5	0.9085883498191833	0.9906268119812012
приложение 1 к расчету 6-ндфл за 2023	118561	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/118561/actual/	6-ндфл за 2023 приложение 1 к расчету 6-ндфл	Jaccard	1.0	0.29678845405578613
ошибка в земельном налоге за 2023 уведомление	725237	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725237/actual/	ошибка в земельном налоге за 2023 уведомление	Jaccard	1.0	0.5082125663757324
материальная помощь страховые взносы от несчастных случаев	554547	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/554547/actual/	материальная помощь страховые взносы от несчастных случаев	Jaccard	1.0	0.26440906524658203
что изменилось в 6-ндфл с 2024 года	570455	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/664831/actual/	изменения 6-НДФЛ с 2024 года	SbertT5	0.9946297407150269	0.6562972068786621
образец пояснительной записки за 2023 к балансу	139107	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/139107/actual/	образец пояснительной записки за 2023 к балансу	Jaccard	1.0	0.5377819538116455
льгота по ндс при выручке до 2000000	395365	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/395365/actual/	льгота по ндс при выручке до 2000000	Jaccard	1.0	0.5404253005981445
правила и сроки подачи уведомлений по енп	142370	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142370/actual/	правила и сроки подачи уведомлений по енп	Jaccard	1.0	0.2573719024658203
размер страхового тарифа по классам профессионального риска	582927	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/144524/actual/	размер страхового тарифа от класса профессионального риска	Jaccard	1.0	0.21103644371032715
нарушение сроков предоставления персонифицированных сведений в 2024	712377	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/712377/actual/	персонифицированные сведения нарушения сроков сдачи штраф	SbertT5	0.8322849273681641	0.9078726768493652
пересчет среднего заработка при выплате годовой премии	0				0.0	0.9254851341247559
приказ на право подписи упд вместо директора	571516	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/76463/actual/	пример приказа о праве подписи упд	SbertT5	0.9664425253868103	0.7141227722167969
для подтверждения оквэд обязательно предоставлять пояснительную записку	583677	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/691272/actual/	как составить пояснительную записку в фсс к подтверждению ОКВЭД	SbertT5	0.9033600687980652	0.4917104244232178
как прописать в договоре аренды арендные каникулы	634148	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/634148/actual/	как прописать в договоре аренды арендные каникулы	Jaccard	1.0	0.5302963256835938
как составить к акту сверки протокол разногласий	91688	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/91688/actual/	как составить к акту сверки протокол разногласий	Jaccard	1.0	0.30602002143859863
как проверить 6-ндфл за 1 кв 2024	147115	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147115/actual/	как проверить 6-ндфл за 1 кв 2024	Jaccard	1.0	0.22825121879577637
согласие на обработку персональных данных для распространения	588332	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/588332/actual/	согласие на обработку персональных данных для распространения	Jaccard	1.0	0.2829418182373047
ндс в товарных чеках в налоговом учете	293878	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/293878/actual/	ндс в товарных чеках в налоговом учете	Jaccard	1.0	0.3391084671020508
какие формы отчетов нко подают в минюст	135291	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/135291/actual/	какие формы отчетов нко подают в минюст	Jaccard	1.0	0.27461862564086914
отпуск с последующим увольнением когда отправить сзв-тд	490288	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/443689/actual/	отпуск с последующим увольнением когда отправить сзв-тд	Jaccard	1.0	0.30521082878112793
счет фактура на аванс от обособленного подразделения	589470	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/700371/actual/	счет фактура на аванс от обособленного подразделения	Jaccard	1.0	0.22449207305908203
изменения в отчетности за 1 квартал 2024	595540	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/712036/actual/	изменения в отчетности за 1 квартал 2024	Jaccard	1.0	0.28626561164855957
формирование резерва в бухгалтерском и налоговом учете	590792	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/75563/actual/	резервы по сомнительным долгам в налоговом и бухгалтерском учет	SbertT5	0.6799027323722839	2.608917474746704
в уведомлении страховые взносы период какой ставить	725177	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725177/actual/	в уведомлении страховые взносы период какой ставить	Jaccard	1.0	0.2424020767211914
вычеты на детей можно на двух работах	481269	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/481269/actual/	вычеты на детей можно на двух работах	Jaccard	1.0	0.424929141998291
вновь созданные организации подтверждения экономического вида деятельности	505555	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/505555/actual/	вновь созданные организации подтверждения экономического вида деятельности	Jaccard	1.0	0.6123301982879639
увеличение стоимости нма в результате инвентаризации проводки	681962	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/681962/actual/	увеличение стоимости нма в результате инвентаризации проводки	Jaccard	1.0	1.330991268157959
как сдавать 6-ндфл при закрытии обособленного подразделения	130960	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/130960/actual/	как сдать 6-ндфл до закрытия обособленного подразделения	Jaccard	1.0	0.2481546401977539
как заполнить 6-ндфл 1й квартал 2024 года	147115	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/147115/actual/	как заполнить 6-ндфл 1й квартал 2024 года	Jaccard	1.0	0.2636532783508301
как в книге продаж отразить корректировочную счет-фактуру	145427	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/145427/actual/	как в книге продаж отразить корректировочную счет фактуру	Jaccard	1.0	0.25424933433532715
фиксированные взносы за себя ип в 2023	651590	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/651590/actual/	фиксированные взносы за себя ип 2023	Jaccard	1.0	0.274505615234375
ставка усн доходы минус расходы свердловская область	586888	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/141907/actual/	ставка по усн доходы минус расходы по свердловской области	Jaccard	1.0	0.20146560668945312
как рассчитать средний заработок для оплаты командировочных	578461	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/578461/actual/	как рассчитать средний заработок для оплаты командировочных	Jaccard	1.0	0.21991348266601562
сроки сдачи уведомлений по ндфл ип осно	142370	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142370/actual/	сроки сдачи уведомлений по ндфл ип осно	Jaccard	1.0	0.2520933151245117
уведомление по усн за 4 квартал 2023	725183	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725183/actual/	усн уведомление за 4 квартал 2023	Jaccard	1.0	0.2462468147277832
штраф за опоздание по предоставлению уведомления енп	601961	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/725174/actual/	штраф за опоздание предоставление уведомления о енп	Jaccard	1.0	0.22469568252563477
налогового расчета сумм доходов, выплаченных иностранным организациям	523881	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/523881/actual/	налоговый расчет сумм доходов, выплаченных иностранным организациям	Jaccard	1.0	0.2692739963531494
размер пособия при рождении ребенка в 2024	588393	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/698378/actual/	размер пособия на рождения ребенка 2024	Jaccard	1.0	0.25406694412231445
за какой период заполнять 120 строка 6-ндфл	704144	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704144/actual/	за какой период заполнять 120 строка 6-ндфл	Jaccard	1.0	0.2559034824371338
ндс при безвозмездной передаче подарков детям сотрудников	556800	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/556800/actual/	ндс при безвозмездной передаче подарков детям сотрудников	Jaccard	1.0	0.23824381828308105
пример учетная политика 2023 для налогового учета	115440	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/115440/actual/	пример учетной политики налоговый учет на 2023	Jaccard	1.0	0.27582478523254395
таблица возрастов для снятия с воинского учета	605836	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/732149/actual/	таблица возрастов снятия с воинского учета	Jaccard	1.0	0.30323123931884766
когда не нужно применять ккт при аренде	0				0.0	0.9221816062927246
сроки сдачи отчетности в апреле 2024 года	606380	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/734863/actual/	сроки сдачи отчетности за полугодие 2024	SbertT5	0.9298615455627441	0.5179131031036377
страховые взносы по зарплате иностранного работника гражданина	142045	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/142045/actual/	страховые взносы по зарплате иностранного работника гражданина	Jaccard	1.0	0.270535945892334
соглашение об избежании двойного налогообложения с чехией	471259	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/12/471259/actual/	соглашение об избежании двойного налогообложения с германией	SbertT5	0.9257972240447998	0.8458237648010254
книга доходов и расходов усн в экселе	143532	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143532/actual/	книга доходов и расходов усн в экселе	Jaccard	1.0	0.20702433586120605
реквизиты оплаты страх взносов от несчастных случаев	143706	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/143706/actual/	реквизиты оплаты страх взносов от несчастных случаев	Jaccard	1.0	0.4257361888885498
списание ндс после распределения ндс косвенных расходов	558325	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/558325/actual/	списание ндс после распределения ндс косвенных расходов	Jaccard	1.0	0.49171948432922363
приказ об увольнении в связи со смертью	590988	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/704045/actual/	приказ об увольнении в связи со смертью	Jaccard	1.0	0.30597925186157227
плательщик усн заказывает услугу у нерезидента ндс	148475	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/16/148475/actual/	плательщик усн заказывает услугу у нерезидента ндс	Jaccard	1.0	0.4094047546386719
договор на техническое обслуживание и ремонт спецтехники	24060	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/118/24060/actual/	договор на техническое обслуживание и ремонт спецтехники	Jaccard	1.0	0.226820707321167
в середине квартала взяли освобождение от ндс	395365	Вот материал по вашему вопросу. Если это не совсем то, что нужно, я продолжу поиск  https://1gl.ru/#/document/86/395365/actual/	в середине квартала взяли освобождение от ндс	Jaccard	1.0	0.2384932041168213
